# FNIRS session start 2025-08-10T02:36:38.757588Z
# columns: t_rel, sr, nr, red_mean, red_std, red_min, red_max, ir_mean, ir_std, ir_min, ir_max, red_slope, ir_slope, mbll_hbo_mean, mbll_hbo_std, mbll_hbr_mean, mbll_hbr_std, hbo_slope, hbr_slope, red_delta_mean, ir_delta_mean, hr_bpm
60.330,1187.000,33.000,49995.779313,23415.454734,0.000000,65535.000000,47508.414690,24775.823977,61.000000,65535.000000,-44.331315,19.010100,0.375456,2.385823,0.590218,3.492408,0.020691,-0.032065,-15539.220687,-18026.585310,0.000
61.470,1252.000,35.000,49959.855866,23424.487527,0.000000,65535.000000,47465.543642,24783.556607,61.000000,65535.000000,-34.590705,24.130551,0.375885,2.389748,0.592388,3.500762,0.015494,-0.024365,-15575.144134,-18069.456358,0.000
62.519,1117.000,32.000,49927.055743,23421.632725,0.000000,65535.000000,47432.422261,24792.644178,61.000000,65535.000000,-26.562968,26.837312,0.381283,2.375813,0.582903,3.457001,0.013453,-0.021837,-15540.944257,-18102.577739,0.000
63.570,1136.000,33.000,49906.012456,23420.264222,0.000000,65535.000000,47373.776972,24817.410899,61.000000,65535.000000,-18.617341,29.908256,0.391165,2.378895,0.578438,3.455951,0.009727,-0.016732,-15628.987544,-18161.223028,0.000
64.619,1188.000,34.000,49907.710134,23414.083109,0.000000,65535.000000,47286.477946,24848.225569,61.000000,65535.000000,-8.665300,16.922291,0.395126,2.384228,0.577415,3.461675,0.006573,-0.011416,-15627.289866,-18248.522054,0.000
65.704,1122.000,32.000,49897.132500,23420.780819,0.000000,65535.000000,47246.461608,24847.659011,61.000000,65535.000000,-9.771619,-2.906757,0.391901,2.384113,0.579348,3.461655,0.002616,-0.005593,-15637.867500,-18288.538392,0.000
66.694,1104.000,32.000,49877.545101,23433.164183,0.000000,65535.000000,47196.628781,24844.193023,61.000000,65535.000000,-11.065843,-23.528646,0.395728,2.386417,0.579352,3.469520,-0.002120,0.002606,-15657.454899,-18338.371219,0.000
67.769,1146.000,33.000,49856.100157,23442.406763,0.000000,65535.000000,47125.191615,24861.607622,61.000000,65535.000000,4.852896,-51.096871,0.391933,2.396789,0.586124,3.494375,-0.006046,0.009708,-15678.899843,-18409.808385,0.000
68.760,1076.000,31.000,49844.705590,23445.347529,0.000000,65535.000000,47055.283709,24878.346675,61.000000,65535.000000,16.699307,-81.701004,0.392954,2.399584,0.586082,3.496332,-0.009202,0.016549,-15690.294410,-18479.716291,0.000
69.779,1098.000,31.000,49843.598784,23439.367819,0.000000,65535.000000,47007.595183,24887.443079,61.000000,65535.000000,31.747293,-102.699305,0.397607,2.401746,0.584021,3.498478,-0.011497,0.021097,-15624.401216,-18527.404817,0.000
70.800,1110.000,32.000,49816.827242,23430.696511,0.000000,65535.000000,46952.313788,24901.380346,61.000000,65535.000000,34.196549,-127.013834,0.404459,2.401943,0.580052,3.493524,-0.014695,0.027850,-15652.172758,-18582.686212,0.000
71.790,1092.000,31.000,49785.049979,23414.203304,0.000000,65535.000000,46894.063367,24929.784797,61.000000,65535.000000,28.300648,-116.375773,0.404110,2.395387,0.576153,3.466365,-0.014600,0.026771,-15682.950021,-18640.936633,0.000
72.840,1118.000,32.000,49745.626638,23399.312532,0.000000,65535.000000,46863.572907,24949.547009,61.000000,65535.000000,17.130331,-98.027137,0.416893,2.383908,0.563914,3.428194,-0.012487,0.022454,-15723.373362,-18671.427093,0.000
73.919,1221.000,34.000,49708.612389,23383.272977,0.000000,65535.000000,46862.791512,24977.298222,61.000000,65535.000000,7.794243,-71.624854,0.420343,2.366883,0.553739,3.371261,-0.009259,0.016635,-15826.387611,-18672.208488,0.000
74.971,1238.000,34.000,49714.319962,23375.339319,0.000000,65535.000000,46896.717454,24989.143853,61.000000,65535.000000,4.023900,-25.850879,0.425010,2.352119,0.545495,3.330880,-0.005516,0.008806,-15820.680038,-18638.282546,0.000
76.026,1077.000,31.000,49698.563228,23362.157554,0.000000,65535.000000,46923.620087,24981.063230,61.000000,65535.000000,-9.714978,-3.509574,0.425205,2.338627,0.539586,3.293495,-0.003838,0.005073,-15836.436772,-18611.379913,0.000
77.041,1136.000,32.000,49679.627880,23333.019384,0.000000,65535.000000,46962.902558,24992.397473,61.000000,65535.000000,-23.981789,28.728824,0.372717,2.307621,0.551238,3.200496,0.000166,-0.002259,-15855.372120,-18572.097442,0.000
78.126,1193.000,34.000,49638.512925,23337.212786,0.000000,65535.000000,46991.241875,24991.859584,61.000000,65535.000000,-40.972758,33.022057,0.428113,2.301838,0.521681,3.181887,0.003117,-0.006145,-15896.487075,-18543.758125,0.000
79.289,1249.000,36.000,49604.137464,23334.001925,0.000000,65535.000000,46996.557426,24979.994716,61.000000,65535.000000,-43.055779,34.228857,0.418343,2.291404,0.522717,3.152649,0.003827,-0.007460,-15930.862536,-18538.442574,0.000
80.369,1184.000,34.000,49565.746279,23330.941659,0.000000,65535.000000,46995.537084,24971.395960,61.000000,65535.000000,-52.428530,35.880781,0.442574,2.282130,0.507145,3.125737,0.004763,-0.008657,-15969.253721,-18539.462916,0.000
81.479,1180.000,34.000,49532.248577,23351.205377,0.000000,65535.000000,46981.364176,24956.387192,61.000000,65535.000000,-51.008122,34.226340,0.449898,2.283117,0.505386,3.132031,0.003109,-0.006424,10612.248577,-18483.635824,0.000
82.594,1222.000,35.000,49520.048738,23393.929420,0.000000,65535.000000,46919.102238,24943.031054,61.000000,65535.000000,-55.910780,31.924271,0.440570,2.310457,0.522876,3.211622,0.002872,-0.005552,-14487.951262,-18549.897762,0.000
83.729,1226.000,35.000,49524.605615,23415.010053,0.000000,65535.000000,46875.181757,24921.142468,61.000000,65535.000000,-50.667668,24.600256,0.433349,2.328936,0.534264,3.264403,0.002762,-0.005785,-16010.394385,-18659.818243,0.000
84.841,1242.000,35.000,49529.222583,23447.749286,0.000000,65535.000000,46814.950939,24913.477965,61.000000,65535.000000,-41.480822,20.108389,0.424995,2.351871,0.550013,3.333685,0.000235,-0.001450,-654.777417,-18658.049061,0.000
85.955,1237.000,35.000,49527.653123,23453.438483,0.000000,65535.000000,46773.118478,24918.008412,61.000000,65535.000000,-34.629574,26.297401,0.425352,2.358505,0.551576,3.346572,0.001393,-0.003449,2927.653123,-18701.881522,0.000
86.970,1112.000,31.000,49529.535582,23449.742184,0.000000,65535.000000,46788.401223,24909.875091,61.000000,65535.000000,-32.706726,34.214289,0.424353,2.356392,0.551277,3.343939,0.001689,-0.004172,-10382.464418,-18687.598777,0.000
87.962,1140.000,32.000,49540.213780,23442.709911,0.000000,65535.000000,46802.214692,24906.750961,61.000000,65535.000000,-24.817068,33.957284,0.421447,2.353483,0.551858,3.341969,0.002701,-0.005997,5500.213780,-18673.785308,0.000
88.979,1091.000,30.000,49526.514517,23440.929607,0.000000,65535.000000,46827.024504,24909.330973,61.000000,65535.000000,-5.754264,32.950545,0.425613,2.346641,0.546727,3.320567,0.004212,-0.008047,-16008.485483,-18707.975496,0.000
90.120,1293.000,36.000,49500.340103,23443.683828,0.000000,65535.000000,46867.587382,24916.759034,61.000000,65535.000000,2.184960,43.677586,0.427416,2.338072,0.543308,3.298103,0.005541,-0.010760,-10155.659897,-18607.412618,0.000
91.260,1258.000,35.000,49483.291223,23431.757044,0.000000,65535.000000,46897.991570,24923.185392,61.000000,65535.000000,5.321494,40.131038,0.411222,2.314521,0.541767,3.232963,0.005851,-0.010699,-16051.708777,-18637.008430,0.000
92.284,1139.000,32.000,49458.002951,23417.715562,0.000000,65535.000000,46937.048555,24938.095192,61.000000,65535.000000,1.098463,39.525250,0.433560,2.295179,0.522269,3.177423,0.006665,-0.011951,-16076.997049,-18597.951445,0.000
93.360,1209.000,34.000,49445.146150,23406.091932,0.000000,65535.000000,47005.626877,24948.904904,61.000000,65535.000000,-0.544195,48.767829,0.421972,2.282212,0.523475,3.144227,0.008139,-0.014026,-16089.853850,-18529.373123,0.000
94.499,1296.000,36.000,49428.424306,23372.421175,0.000000,65535.000000,47104.020674,24969.852064,61.000000,65535.000000,2.851054,83.103177,0.445403,2.249944,0.497478,3.046839,0.010967,-0.019231,-16106.575694,-18430.979326,0.000
95.549,1179.000,33.000,49395.803762,23344.613114,0.000000,65535.000000,47165.926509,25001.572082,61.000000,65535.000000,1.290813,109.350993,0.454978,2.225927,0.482232,2.969879,0.011980,-0.021809,-16139.196238,-18369.073491,0.000
96.520,986.000,28.000,49358.358359,23326.885256,0.000000,65535.000000,47200.340521,25025.377596,61.000000,65535.000000,-3.479098,105.716955,0.449925,2.203948,0.475291,2.896998,0.013885,-0.024261,-16109.641641,-18334.659479,0.000
97.559,1148.000,32.000,49353.531258,23300.566044,0.000000,65535.000000,47267.550733,25040.350781,61.000000,65535.000000,5.138848,119.625550,0.469589,2.173906,0.452384,2.801626,0.015302,-0.026977,-16110.468742,-18267.449267,0.000
98.669,1210.000,34.000,49338.111350,23280.591628,0.000000,65535.000000,47344.876446,25051.797783,61.000000,65535.000000,12.203292,106.124335,0.467836,2.150100,0.443763,2.727002,0.014634,-0.024943,-16196.888650,-18190.123554,0.000
99.695,1137.000,32.000,49321.280011,23269.390876,0.000000,65535.000000,47389.360161,25064.724685,61.000000,65535.000000,13.689490,84.662657,0.486526,2.127630,0.425806,2.655244,0.013139,-0.021690,-16150.719989,-18145.639839,0.000
100.800,1235.000,35.000,49329.415806,23255.902069,0.000000,65535.000000,47424.138067,25082.091319,61.000000,65535.000000,13.774847,56.079062,0.504531,2.104196,0.406851,2.573873,0.012005,-0.018501,-16205.584194,-18110.861933,0.000
101.910,1200.000,34.000,49346.823061,23249.367086,0.000000,65535.000000,47438.248918,25098.867588,61.000000,65535.000000,19.173354,35.091496,0.506516,2.091040,0.399517,2.522771,0.010791,-0.016232,-11845.176939,-18028.751082,0.000
102.871,1092.000,31.000,49360.747093,23246.373366,0.000000,65535.000000,47450.470203,25104.428064,61.000000,65535.000000,16.661391,11.848809,0.507085,2.082257,0.395853,2.493860,0.006546,-0.008441,-16174.252907,-18084.529797,0.000
104.010,1203.000,34.000,49366.071312,23253.618971,0.000000,65535.000000,47439.063291,25089.104178,61.000000,65535.000000,20.191276,-12.116969,0.514109,2.076911,0.390944,2.482060,0.002452,-0.003167,-12337.928688,-18024.936709,0.000
105.070,1171.000,33.000,49369.815403,23260.718434,0.000000,65535.000000,47427.358027,25090.962792,61.000000,65535.000000,25.711211,-30.312087,0.514787,2.075782,0.389859,2.476742,-0.000687,0.002178,8913.815403,-18038.641973,0.000
106.170,1215.000,34.000,49380.327606,23258.406993,0.000000,65535.000000,47454.606298,25104.238456,61.000000,65535.000000,26.708348,-30.884398,0.520141,2.063454,0.381820,2.430323,-0.000251,0.001593,4828.327606,-18006.393702,0.000
107.190,1151.000,32.000,49387.717799,23255.921890,0.000000,65535.000000,47463.800502,25107.563493,61.000000,65535.000000,19.871527,-26.549406,0.522517,2.059102,0.378762,2.412106,-0.000279,0.001408,-16147.282201,-18071.199498,0.000
108.300,1240.000,34.000,49396.615289,23240.950736,0.000000,65535.000000,47537.693911,25101.551820,61.000000,65535.000000,19.911980,-19.682461,0.497523,2.036460,0.383384,2.342206,-0.000467,0.001035,-16138.384711,-17997.306089,0.000
109.440,1268.000,36.000,49385.507306,23220.464834,0.000000,65535.000000,47588.829368,25123.760675,61.000000,65535.000000,6.454021,-10.227665,0.508887,2.008619,0.366154,2.235152,-0.000315,0.000719,-16083.492694,-17946.170632,0.000
110.489,1179.000,33.000,49383.870668,23205.429998,0.000000,65535.000000,47658.521425,25127.319590,61.000000,65535.000000,-2.499869,-3.755755,0.533272,1.981745,0.343999,2.139851,-0.000467,0.000686,-16151.129332,-17876.478575,0.000
111.480,1078.000,30.000,49387.486232,23185.229324,0.000000,65535.000000,47716.172724,25151.395209,61.000000,65535.000000,-4.849269,-6.864686,0.542722,1.962918,0.331610,2.063056,-0.000486,0.000497,-16081.513768,-17818.827276,0.000
112.620,1260.000,36.000,49382.614309,23166.075526,0.000000,65535.000000,47738.916524,25181.236217,61.000000,65535.000000,-12.298141,-16.700741,0.538928,1.935711,0.322160,1.942058,0.000332,0.000012,-16152.385691,-17796.083476,0.000
113.730,1198.000,34.000,49390.177345,23160.666609,0.000000,65535.000000,47760.326288,25214.833707,61.000000,65535.000000,-10.592271,-15.960926,0.562059,1.921795,0.304133,1.867367,0.000847,0.000067,-16144.822655,-17774.673712,0.000
114.812,1180.000,34.000,49374.233111,23167.227485,0.000000,65535.000000,47753.510656,25227.982818,61.000000,65535.000000,-16.810866,-14.601590,0.569278,1.913286,0.297175,1.821739,-0.001356,0.003844,-16160.766889,-17781.489344,0.000
115.800,1103.000,31.000,49387.322486,23175.641483,0.000000,65535.000000,47761.005238,25221.549017,61.000000,65535.000000,-19.605562,-12.412531,0.574060,1.914395,0.295835,1.830165,-0.002012,0.004920,-13340.677514,-17705.994762,0.000
116.821,1103.000,31.000,49400.540251,23191.168171,0.000000,65535.000000,47721.263804,25220.238767,61.000000,65535.000000,-24.619966,-22.885337,0.570623,1.929904,0.303258,1.893559,-0.003539,0.007429,-15631.459749,-17747.736196,0.000
117.871,1152.000,33.000,49382.443327,23201.076387,0.000000,65535.000000,47699.328714,25229.932475,61.000000,65535.000000,-29.584497,-26.121487,0.572418,1.935197,0.303274,1.898041,-0.002119,0.005845,-2849.556673,-17769.671286,0.000
118.890,1143.000,32.000,49368.961865,23206.470974,0.000000,65535.000000,47701.316261,25230.680360,61.000000,65535.000000,-27.350185,-13.593609,0.571876,1.933425,0.303768,1.896435,-0.001970,0.004706,-2607.038135,-17766.683739,0.000
119.940,1153.000,32.000,49379.518352,23212.848603,0.000000,65535.000000,47681.124208,25230.439215,61.000000,65535.000000,-23.509351,-7.244910,0.573598,1.932295,0.301005,1.896541,-0.001516,0.003520,-12324.481648,-17785.875792,0.000
120.990,1168.000,33.000,49369.110611,23217.523185,0.000000,65535.000000,47684.463482,25236.610381,61.000000,65535.000000,-24.871221,-10.161688,0.572861,1.935095,0.304067,1.898476,-0.000308,0.002305,-13102.889389,-17778.536518,0.000
121.984,1085.000,31.000,49352.161350,23225.554458,0.000000,65535.000000,47682.835085,25239.694878,61.000000,65535.000000,-25.687328,-18.861786,0.573986,1.940202,0.304511,1.902979,0.001355,0.000909,-8767.838650,-17787.164915,0.000
123.091,1197.000,34.000,49342.411562,23229.296868,0.000000,65535.000000,47649.657087,25239.320514,61.000000,65535.000000,-26.869176,-30.110042,0.575556,1.943786,0.304137,1.905874,0.001967,0.000542,6326.411562,-17818.342913,0.000
124.234,1251.000,35.000,49342.652300,23229.426723,0.000000,65535.000000,47604.877881,25228.412693,61.000000,65535.000000,-19.398682,-33.968894,0.575956,1.947213,0.304484,1.915496,0.000994,0.000739,8886.652300,-17863.122119,0.000
125.371,1260.000,36.000,49321.868419,23238.723047,0.000000,65535.000000,47559.642437,25235.236911,61.000000,65535.000000,-20.424139,-35.793152,0.577918,1.951003,0.304042,1.918134,0.001445,-0.000052,-94.131581,-17906.357563,0.000
126.450,1180.000,33.000,49327.132417,23232.420081,0.000000,65535.000000,47565.235106,25227.794889,61.000000,65535.000000,-18.041690,-29.765498,0.577801,1.951131,0.303408,1.917261,0.001657,-0.001076,5799.132417,-17901.764894,0.000
127.558,781.000,22.000,49304.448402,23232.145101,0.000000,65535.000000,47550.633647,25230.020091,61.000000,65535.000000,-16.410678,-15.948903,0.577845,1.952645,0.303914,1.920756,0.001658,-0.002053,-16230.551598,-17984.366353,0.000
128.702,837.000,23.000,49294.181205,23228.467844,0.000000,65535.000000,47561.813165,25229.117680,61.000000,65535.000000,-10.137125,8.699361,0.576999,1.953032,0.304614,1.923671,0.001395,-0.003050,-9849.818795,-17905.186835,0.000
129.839,1225.000,34.000,49279.325663,23217.483850,0.000000,65535.000000,47601.469753,25224.638092,61.000000,65535.000000,-9.672707,32.442046,0.575787,1.953265,0.304582,1.922935,0.001386,-0.004439,2423.325663,-17866.530247,0.000
130.919,1238.000,34.000,49277.194901,23201.675124,0.000000,65535.000000,47655.922213,25216.124429,61.000000,65535.000000,-3.549565,63.888767,0.569263,1.950894,0.306765,1.920086,0.000928,-0.005537,-16257.805099,-17879.077787,0.000
131.940,1174.000,33.000,49255.487179,23198.563393,0.000000,65535.000000,47686.718582,25215.888842,61.000000,65535.000000,-6.752167,76.048451,0.572856,1.951208,0.305224,1.920125,0.001181,-0.006141,-16279.512821,-17848.281418,0.000
133.023,1132.000,32.000,49235.631296,23189.101497,0.000000,65535.000000,47708.857950,25220.080267,61.000000,65535.000000,-7.099198,73.392530,0.573613,1.947201,0.303409,1.903925,0.002129,-0.007223,-3764.368704,-17759.142050,0.000
# FNIRS session start 2025-08-10T02:42:03.728247Z
# columns: t_rel, sr, nr, red_mean, red_std, red_min, red_max, ir_mean, ir_std, ir_min, ir_max, red_slope, ir_slope, mbll_hbo_mean, mbll_hbo_std, mbll_hbr_mean, mbll_hbr_std, hbo_slope, hbr_slope, red_delta_mean, ir_delta_mean, hr_bpm
# FNIRS session start 2025-08-10T02:42:50.019770Z
# columns: t_rel, sr, nr, red_mean, red_std, red_min, red_max, ir_mean, ir_std, ir_min, ir_max, red_slope, ir_slope, mbll_hbo_mean, mbll_hbo_std, mbll_hbr_mean, mbll_hbr_std, hbo_slope, hbr_slope, red_delta_mean, ir_delta_mean, hr_bpm
0.000,32.000,1.000,48383.812500,23800.969525,384.000000,65535.000000,45584.531250,24162.442962,511.000000,65535.000000,0.000000,0.000000,0.001029,1.673318,0.527025,1.749131,0.000000,0.000000,-17103.187500,-19950.468750,0.000
0.959,1046.000,30.000,49528.987013,23793.686908,0.000000,65535.000000,46674.747681,24596.579193,384.000000,65535.000000,1510.928872,1404.825291,0.292044,2.563324,0.735469,3.987577,0.024196,-0.113882,-15958.012987,-18860.252319,0.000
2.069,1218.000,34.000,49933.378484,23573.410612,0.000000,65535.000000,46716.779617,24689.591612,384.000000,65535.000000,495.628511,303.693008,0.310757,2.548754,0.705568,3.941213,0.034889,-0.075232,-15553.621516,-18818.220383,0.000
3.064,1078.000,31.000,49661.287789,23684.294655,0.000000,65535.000000,46690.529046,24706.034031,384.000000,65535.000000,-177.225333,8.613009,0.290717,2.590237,0.745084,4.053800,-0.011766,0.032140,-15825.712211,-18844.470954,0.000
4.109,1173.000,33.000,49601.240158,23659.896260,0.000000,65535.000000,46752.146250,24743.407047,61.000000,65535.000000,-162.253019,74.561801,0.295432,2.592923,0.742739,4.050366,-0.004795,0.019471,-15885.759842,-18782.853750,0.000
5.190,1159.000,33.000,49497.511392,23646.243984,0.000000,65535.000000,46843.238871,24789.476954,61.000000,65535.000000,-181.120324,110.502478,0.314571,2.552901,0.713272,3.932621,0.016505,-0.018947,-15989.488608,-18691.761129,0.000
6.239,1154.000,33.000,49519.413848,23610.377243,0.000000,65535.000000,46851.925073,24825.502781,61.000000,65535.000000,-76.673550,65.493677,0.331523,2.522849,0.685639,3.839080,0.023658,-0.033747,-15967.586152,-18683.074927,0.000
7.262,1136.000,32.000,49541.365058,23550.447154,0.000000,65535.000000,46912.262006,24868.988281,61.000000,65535.000000,-28.210077,90.165438,0.354314,2.472946,0.647487,3.695710,0.031153,-0.048805,-15945.634942,-18622.737994,0.000
8.281,1093.000,31.000,49617.398174,23559.768044,0.000000,65535.000000,46875.189900,24876.581769,61.000000,65535.000000,30.761378,37.007117,0.348350,2.494181,0.660168,3.755115,0.017270,-0.024979,-15869.601826,-18659.810100,0.000
9.390,1218.000,35.000,49678.829436,23573.104029,0.000000,65535.000000,46777.752498,24888.387479,61.000000,65535.000000,54.992455,-28.895434,0.347036,2.513422,0.667812,3.798330,0.011190,-0.013095,-15808.170564,-18757.247502,0.000
10.410,1106.000,32.000,49719.162884,23586.105316,0.000000,65535.000000,46710.178831,24892.678797,61.000000,65535.000000,61.633303,-56.547153,0.344350,2.527985,0.675446,3.835131,0.006898,-0.005725,-15767.837116,-18824.821169,0.000
11.400,1024.000,30.000,49737.711828,23613.356650,0.000000,65535.000000,46640.066334,24886.192293,61.000000,65535.000000,57.126705,-77.530784,0.340416,2.543346,0.685129,3.875003,0.003488,0.000126,-15749.288172,-18894.933666,0.000
12.482,1188.000,34.000,49788.960000,23621.217182,0.000000,65535.000000,46601.672220,24875.398525,61.000000,65535.000000,65.437732,-75.932140,0.336298,2.553664,0.692388,3.906152,0.000722,0.003498,-15698.040000,-18933.327780,0.000
13.530,1148.000,33.000,49770.717119,23655.412886,0.000000,65535.000000,46580.164083,24870.307175,61.000000,65535.000000,43.038198,-68.608734,0.328044,2.577164,0.709171,3.967581,-0.002830,0.009630,-15716.282881,-18954.835917,0.000
14.609,1148.000,33.000,49721.855976,23683.080618,0.000000,65535.000000,46613.824320,24824.989929,61.000000,65535.000000,15.345124,-41.962228,0.321031,2.576196,0.715292,3.975219,-0.004999,0.010150,-15765.144024,-18921.175680,0.000
15.659,1170.000,33.000,49690.533907,23691.915699,0.000000,65535.000000,46645.410977,24809.046615,61.000000,65535.000000,1.479674,-22.655238,0.315172,2.584828,0.723461,4.000297,-0.006095,0.011078,-15796.466093,-18889.589023,0.000
16.679,1110.000,32.000,49651.436954,23708.837813,0.000000,65535.000000,46618.726718,24808.330931,61.000000,65535.000000,-11.950561,-28.037529,0.309337,2.602553,0.736183,4.045889,-0.007023,0.013520,-15835.563046,-18916.273282,0.000
17.789,1194.000,34.000,49633.849085,23709.889642,0.000000,65535.000000,46600.913534,24819.761933,61.000000,65535.000000,-15.384589,-28.458410,0.307581,2.612205,0.741639,4.067995,-0.006375,0.012902,-15853.150915,-18934.086466,0.000
18.810,1114.000,32.000,49612.086742,23713.987316,0.000000,65535.000000,46586.273002,24824.780234,61.000000,65535.000000,-19.431190,-28.083876,0.306843,2.617181,0.744317,4.077951,-0.005622,0.011700,-15874.913258,-18948.726998,0.000
19.829,1116.000,32.000,49576.223260,23733.158220,0.000000,65535.000000,46601.076994,24805.398841,61.000000,65535.000000,-26.898835,-19.712338,0.301750,2.622221,0.751172,4.095410,-0.006258,0.011946,-15910.776740,-18933.923006,0.000
20.879,1116.000,32.000,49546.268370,23747.557738,0.000000,65535.000000,46595.077789,24796.114643,61.000000,65535.000000,-37.739382,-19.898804,0.297834,2.629588,0.758011,4.116239,-0.007621,0.013782,-15940.731630,-18939.922211,0.000
21.989,1176.000,34.000,49507.272986,23761.635802,0.000000,65535.000000,46593.122423,24784.629119,61.000000,65535.000000,-33.616413,-19.524644,0.294878,2.632796,0.762462,4.126436,-0.007789,0.013358,-15979.727014,-18941.877577,0.000
23.009,1094.000,32.000,49454.677382,23797.358332,0.000000,65535.000000,46609.467874,24759.779977,61.000000,65535.000000,-57.944761,-11.167389,0.286839,2.642293,0.774351,4.157377,-0.011092,0.017990,-16032.322618,-18925.532126,0.000
24.033,1058.000,31.000,49410.201849,23816.770534,0.000000,65535.000000,46629.782654,24731.090305,61.000000,65535.000000,-71.002194,-1.161872,0.284190,2.635784,0.774784,4.146957,-0.011528,0.017467,-16076.798151,-18905.217346,0.000
25.079,1124.000,33.000,49363.903174,23839.991137,0.000000,65535.000000,46646.553084,24706.201810,61.000000,65535.000000,-92.173762,18.513301,0.280234,2.634434,0.778525,4.149146,-0.011716,0.016366,-16123.096826,-18888.446916,0.000
26.158,1192.000,34.000,49366.687736,23836.831829,0.000000,65535.000000,46624.963141,24718.581127,61.000000,65535.000000,-88.218125,17.100603,0.279155,2.643113,0.782956,4.169091,-0.009465,0.013451,-16120.312264,-18910.036859,0.000
27.269,1192.000,34.000,49366.223911,23838.328827,0.000000,65535.000000,46608.547202,24728.608185,61.000000,65535.000000,-80.422849,22.856511,0.277870,2.652044,0.787568,4.189136,-0.005717,0.007947,-16120.776089,-18926.452798,0.000
28.319,1106.000,32.000,49366.209562,23833.791080,0.000000,65535.000000,46584.652413,24738.436671,61.000000,65535.000000,-65.020288,16.666727,0.279410,2.651265,0.786152,4.186100,-0.003756,0.005171,-16120.790438,-18950.347587,0.000
29.401,1166.000,33.000,49361.374454,23837.296631,0.000000,65535.000000,46594.517975,24730.228562,61.000000,65535.000000,-49.970091,15.738420,0.278116,2.651495,0.787270,4.188143,-0.002330,0.002799,-16125.625546,-18940.482025,0.000
30.539,1301.000,36.000,49386.426058,23814.917592,0.000000,65535.000000,46624.756187,24733.023655,61.000000,65535.000000,-21.431904,18.116935,0.290915,2.643903,0.775525,4.166862,0.001730,-0.003941,-16101.573942,-18910.243813,0.000
31.679,1255.000,35.000,49367.364864,23815.541089,0.000000,65535.000000,46616.039544,24745.766078,61.000000,65535.000000,3.223890,10.008830,0.289612,2.650290,0.779707,4.182827,0.002594,-0.004911,-16167.635136,-18918.960456,0.000
32.761,1251.000,34.000,49409.700890,23806.330794,0.000000,65535.000000,46615.104479,24744.606061,61.000000,65535.000000,39.398656,7.414353,0.288214,2.655200,0.782208,4.197147,0.002505,-0.004694,-16125.299110,-18919.895521,0.000
33.780,1150.000,32.000,49408.917783,23813.579816,0.000000,65535.000000,46611.627073,24736.745826,61.000000,65535.000000,48.837397,2.418442,0.283792,2.663769,0.789493,4.221797,0.002572,-0.004164,-16126.082217,-18923.372927,0.000
34.867,1166.000,33.000,49428.128795,23802.066606,0.000000,65535.000000,46583.770067,24739.508353,61.000000,65535.000000,49.857637,7.738187,0.287115,2.659935,0.785145,4.211807,0.003076,-0.006312,-16106.871205,-18951.229933,0.000
35.999,1264.000,35.000,49481.256684,23804.133355,0.000000,65535.000000,46576.152432,24718.922291,61.000000,65535.000000,71.376234,17.506643,0.279417,2.671081,0.794617,4.245067,0.003482,-0.007893,-16053.743316,-18958.847568,0.000
37.054,1163.000,32.000,49522.497246,23806.253802,0.000000,65535.000000,46575.761768,24693.492168,61.000000,65535.000000,90.967667,2.405950,0.282594,2.679536,0.797879,4.273946,0.004068,-0.008026,-2965.502754,-18891.238232,0.000
38.106,1138.000,33.000,49500.546619,23824.070749,0.000000,65535.000000,46526.969288,24688.198920,61.000000,65535.000000,93.715858,-14.028241,0.233297,2.690178,0.828674,4.304393,0.004177,-0.007021,-16034.453381,-19008.030712,0.000
39.119,1150.000,32.000,49503.966630,23810.938405,0.000000,65535.000000,46538.215224,24674.437798,61.000000,65535.000000,102.849442,-14.644199,0.255043,2.680972,0.814022,4.290625,0.004772,-0.009038,-16031.033370,-18996.784776,0.000
40.109,1132.000,31.000,49532.114619,23808.096237,0.000000,65535.000000,46548.814546,24669.040042,61.000000,65535.000000,111.690969,-13.691122,0.241563,2.689688,0.825511,4.316536,0.003658,-0.007040,-16002.885381,-18986.185454,0.000
41.129,1162.000,31.000,49568.739210,23786.396854,0.000000,65535.000000,46594.536373,24658.773565,61.000000,65535.000000,120.657467,-5.234233,0.260143,2.686380,0.813473,4.310319,0.003404,-0.006697,-15966.260790,-18940.463627,0.000
42.150,1160.000,33.000,49525.325920,23789.789480,0.000000,65535.000000,46608.238728,24651.478262,61.000000,65535.000000,100.971215,-7.810804,0.262340,2.686479,0.814024,4.314242,0.003390,-0.006648,-16009.674080,-18926.761272,0.000
43.230,1146.000,33.000,49522.337235,23784.059712,0.000000,65535.000000,46609.916672,24649.654582,61.000000,65535.000000,75.257356,-2.708523,0.258343,2.683964,0.815140,4.310123,0.000198,-0.001649,-16012.662765,-18925.083328,0.000
44.310,1206.000,34.000,49564.342426,23772.007551,0.000000,65535.000000,46589.599275,24669.521960,61.000000,65535.000000,58.351254,-1.739377,0.264505,2.691127,0.813673,4.322807,-0.000725,-0.000017,-15970.657574,-18945.400725,0.000
45.359,1120.000,33.000,49574.060156,23775.277957,0.000000,65535.000000,46555.203057,24685.743960,61.000000,65535.000000,29.253131,-7.682330,0.264422,2.694480,0.815323,4.329566,-0.001714,0.001971,-15960.939844,-18979.796943,0.000
